epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,train/angle_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,val/angle_loss,lr/pg0,lr/pg1,lr/pg2
125,502.44,2.5084,3.69668,1.33729,0.00378,0.74346,0.60174,0.68136,0.3805,2.80141,5.11258,1.85405,0.00298,0.0003632,0.0003632,0.0003632
126,661.26,2.51971,3.64094,1.31801,0.0038,0.75518,0.61098,0.68189,0.37717,2.76535,5.06206,1.82423,0.00224,0.00035,0.00035,0.00035
127,814.009,2.55777,3.72687,1.34373,0.004,0.74462,0.61236,0.68609,0.37455,2.72836,5.03906,1.8325,0.00226,0.0003368,0.0003368,0.0003368
128,968.73,2.53259,3.68285,1.35965,0.00369,0.75545,0.60382,0.69291,0.38906,2.72736,5.08062,1.87785,0.00246,0.0003236,0.0003236,0.0003236
129,1125.2,2.52391,3.68454,1.35125,0.00402,0.74085,0.61337,0.69688,0.39047,2.703,4.79637,1.83947,0.00241,0.0003104,0.0003104,0.0003104
130,1327.59,2.50178,3.64281,1.33867,0.00417,0.78745,0.56563,0.68729,0.37646,2.76097,5.02636,1.84046,0.00247,0.0002972,0.0002972,0.0002972
131,1542.21,2.51566,3.70222,1.33594,0.00421,0.80377,0.57677,0.69482,0.38947,2.75974,5.08967,1.92309,0.00238,0.000284,0.000284,0.000284
132,1708.62,2.51127,3.6047,1.32495,0.00354,0.76378,0.61575,0.70601,0.38622,2.71336,4.87097,1.80293,0.00206,0.0002708,0.0002708,0.0002708
133,2012.76,2.47401,3.55078,1.31056,0.00387,0.72944,0.64346,0.69996,0.39026,2.73127,4.84209,1.82681,0.00216,0.0002576,0.0002576,0.0002576
134,2270.21,2.47219,3.63535,1.33087,0.0049,0.72371,0.642,0.6984,0.38813,2.69721,4.97165,1.84801,0.0024,0.0002444,0.0002444,0.0002444
135,2511.6,2.48386,3.54894,1.31176,0.00337,0.74191,0.62291,0.70103,0.39538,2.64769,4.92823,1.80779,0.00228,0.0002312,0.0002312,0.0002312
136,2775.63,2.5634,3.63042,1.33764,0.00362,0.8004,0.62053,0.70647,0.40011,2.63565,4.89957,1.82801,0.00208,0.000218,0.000218,0.000218
137,3007.43,2.50719,3.53203,1.31458,0.00371,0.76782,0.59983,0.68881,0.37914,2.77757,5.17166,1.85705,0.00223,0.0002048,0.0002048,0.0002048
138,3240.89,2.49718,3.60695,1.32859,0.00735,0.77117,0.63484,0.69477,0.38404,2.70642,5.02702,1.85296,0.0022,0.0001916,0.0001916,0.0001916
139,3476.19,2.50041,3.60632,1.31113,0.00292,0.76594,0.61575,0.69675,0.3904,2.71421,5.1136,1.82462,0.00253,0.0001784,0.0001784,0.0001784
140,3707.31,2.37599,3.59166,1.33052,0.00414,0.74307,0.63007,0.68705,0.38663,2.72253,5.02078,1.85083,0.00238,0.0001652,0.0001652,0.0001652
141,3915.08,2.40719,3.44463,1.30329,0.0036,0.71787,0.61575,0.67829,0.38092,2.78607,5.1053,1.8395,0.00233,0.000152,0.000152,0.000152
142,4121.74,2.43531,3.49157,1.28982,0.0043,0.70426,0.63246,0.68433,0.39427,2.70996,5.04757,1.8375,0.00235,0.0001388,0.0001388,0.0001388
143,4330.44,2.4609,3.53226,1.28282,0.00512,0.78822,0.57736,0.68764,0.38041,2.75766,5.05226,1.88162,0.00218,0.0001256,0.0001256,0.0001256
144,4536.08,2.41298,3.44037,1.27048,0.00629,0.77233,0.59905,0.69285,0.38529,2.74959,4.96565,1.90238,0.00225,0.0001124,0.0001124,0.0001124
145,4739.18,2.46313,3.54358,1.30543,0.00376,0.76616,0.6253,0.69656,0.39626,2.72529,5.05557,1.87588,0.00225,9.92e-05,9.92e-05,9.92e-05
146,4940.7,2.3579,3.36667,1.26925,0.00306,0.74706,0.6253,0.69549,0.39109,2.71434,5.06423,1.83679,0.00219,8.6e-05,8.6e-05,8.6e-05
147,5142.23,2.37841,3.47191,1.2961,0.00323,0.77042,0.61669,0.69714,0.38575,2.72867,4.97249,1.87704,0.00212,7.28e-05,7.28e-05,7.28e-05
148,5354.6,2.39174,3.49407,1.28998,0.0032,0.75116,0.63007,0.69511,0.38501,2.72365,4.91017,1.87603,0.00203,5.96e-05,5.96e-05,5.96e-05
149,5557.85,2.40678,3.52638,1.30607,0.00328,0.75429,0.61575,0.69474,0.39279,2.70515,4.99324,1.85544,0.0021,4.64e-05,4.64e-05,4.64e-05
150,5756.46,2.434,3.45122,1.29178,0.00341,0.75456,0.6253,0.69615,0.39096,2.73962,5.03126,1.88578,0.00219,3.32e-05,3.32e-05,3.32e-05
